Ayurvedic_Diagnosis,Near_Correlated_English_Equivalent,Category,Sub_Category,Symptom_P1,Symptom_P2,Remarks 
KAPHA PITTA JWARA,KAPHA PITTA FEVER  ,General Systemic Symptoms,Altered Level of Consciousness,DROWSINESS,,
SANNIPATA JWARA (BABHRU)-1,SANNIPATA FEVER (BABHRU)-1,General Systemic Symptoms,Altered Level of Consciousness,DROWSINESS,,
SANNIPATA JWARA (SHEEGARKARI)-2,SANNIPATA FEVER (SHEEGARKARI)-2,General Systemic Symptoms,Altered Level of Consciousness,DROWSINESS,,
SANNIPATA JWARA (KAMPAN)-6,SANNIPATA FEVER (KAMPAN)-6,General Systemic Symptoms,Altered Level of Consciousness,DROWSINESS,,
Sannipata Jwara (Vadarik)-7,Sannipata Fever (Vadarik)-7 ,General Systemic Symptoms,Altered Level of Consciousness,DROWSINESS,,
SANNIPATA JWARA (KARKAT)-10,SANNIPATA FEVER (KARKAT)-10,General Systemic Symptoms,Altered Level of Consciousness,DROWSINESS,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,General Systemic Symptoms,Altered Level of Consciousness,DROWSINESS,,
KAAM JWARA,FEVER DUE TO INTENSE EMOTION ,General Systemic Symptoms,Altered Level of Consciousness,DROWSINESS,,
AMA JWARA,TOXIC FEVER,General Systemic Symptoms,Altered Level of Consciousness,DROWSINESS,,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,General Systemic Symptoms,Sleep disorders,Disturbed Sleep,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Behavioural Abnormalities,Disrespect toward elders' advice or speech,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Aversions,Disinterest or aversion toward following daily routine,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Behavioural Abnormalities,Disinterest in religious practices,,
SANNIPATA JWARA (BABHRU)-1,SANNIPATA FEVER (BABHRU)-1,Head & Face,EYES,Discomfort or strain on opening the eyes,,
SANNIPATA JWARA (KARKAT)-10,SANNIPATA FEVER (KARKAT)-10,Head & Face,EYES,Discomfort or strain on opening the eyes,,
Sannipata Jwara,SANNIPATA FEVER  ,Head & Face,EARS,Discharge of Substances,PUS,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,Head & Face,EARS,Discharge of Substances,PUS,
Vata Jwara,Vata Fever,Head & Face,NOSE,Difficulty Sneezing,,
ANTARIKVEG JWARA,INTERNAL FEVER,Body Waste & Excretions,FLATUS,Difficulty Passing Gas,,
AMA JWARA,TOXIC FEVER,Body Waste & Excretions,FLATUS,Difficulty Passing Gas,,
SANNIPATA JWARA (KAMPAN)-6,SANNIPATA FEVER (KAMPAN)-6,Head & Face,EYES,Difficulty in moving the eyes,,
PITTA JWARA,PITTA FEVER  ,Body Waste & Excretions,DEFECATION,DIARRHEA,,
MAMSA DHATUGATA JWARA,FEVER IN MUSCLES ,Body Waste & Excretions,DEFECATION,DIARRHEA,,
ASHTI DHATUGATA JWARA,FEVER IN BONES  ,Body Waste & Excretions,DEFECATION,DIARRHEA,,
SANNIPATA JWARA (ASHUKARI)-5,SANNIPATA FEVER (ASHUKARI)-5,Body Waste & Excretions,DEFECATION,DIARRHEA,,
SANNIPATA JWARA (PAKAL)-12 ,SANNIPATA FEVER (PAKAL)-12,Body Waste & Excretions,DEFECATION,DIARRHEA,,
Vishamjanya Jwara,Fever Due to Poison,Body Waste & Excretions,DEFECATION,DIARRHEA,,
PACHYAMANA JWARA,DIGESTIVE FEVER,Body Waste & Excretions,DEFECATION,DIARRHEA,,
NIRAMA JWARA,NON-TOXIC FEVER,Body Waste & Excretions,DEFECATION,DIARRHEA,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Desires,Desire to eat pungent foods,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Desires,Desire to be in sunlight,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Desires,Desire for wind or airflow,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Desires,Desire for warmth or fire,,
PITTA JWARA,PITTA FEVER  ,General Systemic Symptoms,Desires,Desire for the application of cold substances,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Desires,Desire for Sourt Food Items,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Desires,Desire for Salty Food Items,,
Vata Jwara,Vata Fever,General Systemic Symptoms,Desires,Desire for Hot Food Items,,
KAPHA JWARA,KAPHA FEVER ,General Systemic Symptoms,Desires,Desire for Hot Food Items,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Desires,Desire for Hot Food Items,,
Sannipata Jwara,SANNIPATA FEVER  ,General Systemic Symptoms,Desires,Desire for Hot Food Items,,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,General Systemic Symptoms,Desires,Desire for Hot Food Items,,
PITTA JWARA,PITTA FEVER  ,General Systemic Symptoms,Desires,Desire for Cold Food Items,,EXCESSIVE
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Desires,Desire for Cold Food Items,,
Sannipata Jwara,SANNIPATA FEVER  ,General Systemic Symptoms,Desires,Desire for Cold Food Items,,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,General Systemic Symptoms,Desires,Desire for Cold Food Items,,
Sannipata Jwara,SANNIPATA FEVER  ,General Systemic Symptoms,Desires,Desire for a Hot Atmosphere,,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,General Systemic Symptoms,Desires,Desire for a Hot Atmosphere,,
Sannipata Jwara,SANNIPATA FEVER  ,General Systemic Symptoms,Desires,Desire for a Cool Atmosphere,,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,General Systemic Symptoms,Desires,Desire for a Cool Atmosphere,,
KAPHA JWARA,KAPHA FEVER ,General Systemic Symptoms,Delusions,Delusional Feeling of Body Covered with Wet Sheet,,
VATA KAPHA JWARA,VATA KAPHA FEVER  ,General Systemic Symptoms,Delusions,Delusional Feeling of Body Covered with Wet Sheet,,
SANNIPATA JWARA (ASHUKARI)-5,SANNIPATA FEVER (ASHUKARI)-5,General Systemic Symptoms,Delusions,Delusional Feeling of Body Covered with Wet Sheet,,
Vata Jwara,Vata Fever,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,
PITTA JWARA,PITTA FEVER  ,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,
ANTARIKVEG JWARA,INTERNAL FEVER,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,
VAHRIVEG JWARA,EXTERNAL FEVER  ,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,MILD
RAKTA DHATUGATA JWARA,FEVER IN BLOOD  ,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,
MEDA DHATUGATA JWARA,FEVER IN FAT  ,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,
VATA PITTA JWARA,VATA PITTA FEVER  ,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,
SANNIPATA JWARA (VISFARAK)-4 ,SANNIPATA FEVER (VISFARAK)-4,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,
SANNIPATA JWARA (KRAKACH)-9,SANNIPATA FEVER (KRAKACH)-9,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,
SANNIPATA JWARA (KARKAT)-10,SANNIPATA FEVER (KARKAT)-10,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,
SANNIPATA JWARA (SAMMOHAK)-11,SANNIPATA FEVER (SAMMOHAK)-11,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,
SANNIPATA JWARA (PAKAL)-12 ,SANNIPATA FEVER (PAKAL)-12,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,
Shokaj Jwara,Grief-Induced Fever,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,
Bhaijanya Jwara,Fever Due to Terror,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,
PACHYAMANA JWARA,DIGESTIVE FEVER,General Systemic Symptoms,Altered Level of Consciousness,DELIRIUM,,
Purvarupa JWARA ,PRODROMAL FEVER ,Head & Face,EARS,Decreased tolerance to sound,,
Vata Jwara,Vata Fever,LOWER BODY,CALFS,CRAMPS,,
Vata Jwara,Vata Fever,LOWER BODY,THIGHS,CRAMPS,,
Vata Jwara,Vata Fever,LOWER BODY,FEET,CRACKING OF SOLES,,
Vata Jwara,Vata Fever,ARMS & HANDS,HANDS,CRACKING OF PALMS,,
Vata Jwara,Vata Fever,ARMS & HANDS,NAILS,CRACKING,,
RAKTA DHATUGATA JWARA,FEVER IN BLOOD  ,General Systemic Symptoms,Cough-related Symptoms,Coughing up blood,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,General Systemic Symptoms,Cough-related Symptoms,Coughing up blood,,
Sannipata Jwara,SANNIPATA FEVER  ,General Systemic Symptoms,Cough-related Symptoms,Coughing up blood,,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,General Systemic Symptoms,Cough-related Symptoms,Coughing up blood,,
KAPHA PITTA JWARA,KAPHA PITTA FEVER  ,General Systemic Symptoms,Cough-related Symptoms,COUGH ,,
Vata Jwara,Vata Fever,General Systemic Symptoms,Cough-related Symptoms,COUGH,DRY,
KAPHA JWARA,KAPHA FEVER ,General Systemic Symptoms,Cough-related Symptoms,COUGH,,
MAJJA DHATUGATA JWARA,FEVER IN BONE MARROW,General Systemic Symptoms,Cough-related Symptoms,COUGH,,
VATA KAPHA JWARA,VATA KAPHA FEVER  ,General Systemic Symptoms,Cough-related Symptoms,COUGH,,
SANNIPATA JWARA (BABHRU)-1,SANNIPATA FEVER (BABHRU)-1,General Systemic Symptoms,Cough-related Symptoms,COUGH,,
SANNIPATA JWARA (SHEEGARKARI)-2,SANNIPATA FEVER (SHEEGARKARI)-2,General Systemic Symptoms,Cough-related Symptoms,COUGH,,
SANNIPATA JWARA (VISFARAK)-4 ,SANNIPATA FEVER (VISFARAK)-4,General Systemic Symptoms,Cough-related Symptoms,COUGH,,
SANNIPATA JWARA (KAMPAN)-6,SANNIPATA FEVER (KAMPAN)-6,General Systemic Symptoms,Cough-related Symptoms,COUGH,,
SANNIPATA JWARA (SAMMOHAK)-11,SANNIPATA FEVER (SAMMOHAK)-11,General Systemic Symptoms,Cough-related Symptoms,COUGH,,
SANNIPATA JWARA (PAKAL)-12 ,SANNIPATA FEVER (PAKAL)-12,General Systemic Symptoms,Cough-related Symptoms,COUGH,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,General Systemic Symptoms,Cough-related Symptoms,COUGH,,
Sannipata Jwara,SANNIPATA FEVER  ,General Systemic Symptoms,Cough-related Symptoms,COUGH,,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,General Systemic Symptoms,Cough-related Symptoms,COUGH,,
KAPHA JWARA,KAPHA FEVER ,Head & Face,NOSE,CORYZA,,
VATA KAPHA JWARA,VATA KAPHA FEVER  ,Head & Face,NOSE,CORYZA,,
Sannipata Jwara (Vadarik)-7,Sannipata Fever (Vadarik)-7 ,Head & Face,NOSE,CORYZA,,
SANNIPATA JWARA (SAMMOHAK)-11,SANNIPATA FEVER (SAMMOHAK)-11,Head & Face,NOSE,CORYZA,,
MAMSA DHATUGATA JWARA,FEVER IN MUSCLES ,ARMS & HANDS,ARMS,CONVULSIONS,,
ASHTI DHATUGATA JWARA,FEVER IN BONES  ,ARMS & HANDS,ARMS,CONVULSIONS,,
MAMSA DHATUGATA JWARA,FEVER IN MUSCLES ,General Systemic Symptoms,Whole-Body Symptoms,CONVULSIONS,,
MAMSA DHATUGATA JWARA,FEVER IN MUSCLES ,LOWER BODY,LEGS,CONVULSIONS,,
ASHTI DHATUGATA JWARA,FEVER IN BONES  ,LOWER BODY,LEGS,CONVULSIONS,,
Vata Jwara,Vata Fever,Body waste & Excretions,DEFECATION,CONSTIPATION,,
ANTARIKVEG JWARA,INTERNAL FEVER,Body waste & Excretions,DEFECATION,CONSTIPATION,,
RASA DHATUGATA JWARA,FEVER IN DIGESTIVE JUICE,Body waste & Excretions,DEFECATION,CONSTIPATION,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Body waste & Excretions,DEFECATION,CONSTIPATION,,
AMA JWARA,TOXIC FEVER,Body waste & Excretions,DEFECATION,CONSTIPATION,,
MAMSA DHATUGATA JWARA,FEVER IN MUSCLES ,General Systemic Symptoms,Cognitive and Emotional Dysfunctions,CONFUSION,,
KAPHA PITTA JWARA,KAPHA PITTA FEVER  ,General Systemic Symptoms,Cognitive and Emotional Dysfunctions,CONFUSION,,
SANNIPATA JWARA (BHALLU)-3,SANNIPATA FEVER (BHALLU)-3,General Systemic Symptoms,Cognitive and Emotional Dysfunctions,CONFUSION,,
SANNIPATA JWARA (VISFARAK)-4 ,SANNIPATA FEVER (VISFARAK)-4,General Systemic Symptoms,Cognitive and Emotional Dysfunctions,CONFUSION,,
SANNIPATA JWARA (PAKAL)-12 ,SANNIPATA FEVER (PAKAL)-12,General Systemic Symptoms,Cognitive and Emotional Dysfunctions,CONFUSION,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,General Systemic Symptoms,Cognitive and Emotional Dysfunctions,CONFUSION,,
Vishamjanya Jwara,Fever Due to Poison,General Systemic Symptoms,Cognitive and Emotional Dysfunctions,CONFUSION,,
KAPHA JWARA,KAPHA FEVER ,Skin & External Features,Furunculosis,COLOR- WHITE,,
RAKTA DHATUGATA JWARA,FEVER IN BLOOD  ,Skin & External Features,ACNE,COLOR- RED,,
RAKTA DHATUGATA JWARA,FEVER IN BLOOD  ,Skin & External Features,BOILS,COLOR- RED,,
RAKTA DHATUGATA JWARA,FEVER IN BLOOD  ,Skin & External Features,ERUPTIONS,COLOR- RED,,
Sannipata Jwara,SANNIPATA FEVER  ,Skin & External Features,PATCHES,COLOR- RED,,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,Skin & External Features,PATCHES,COLOR- RED,,
PITTA JWARA,PITTA FEVER  ,Skin & External Features,RASHES,COLOR- RED,,
SANNIPATA JWARA (ASHUKARI)-5,SANNIPATA FEVER (ASHUKARI)-5,Skin & External Features,SPOTS,COLOR- RED,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Skin & External Features,URTICARIAL PATCHES,COLOR- RED,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Skin & External Features,URTICARIAL RASHES,COLOR- RED,,
Sannipata Jwara,SANNIPATA FEVER  ,Skin & External Features,PATCHES,COLOR- BLACK,,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,Skin & External Features,PATCHES,COLOR- BLACK,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Skin & External Features,RASHES,COLOR- BLACK,,
Vata Jwara,Vata Fever,Head & Face,EYES,COLOR- ABNORMAL,,
PITTA JWARA,PITTA FEVER  ,Head & Face,EYES,COLOR- ABNORMAL,GREEN,
PITTA JWARA,PITTA FEVER  ,Head & Face,EYES,COLOR- ABNORMAL,TURMERIC YELLOW,
KAPHA JWARA,KAPHA FEVER ,Head & Face,EYES,COLOR- ABNORMAL,WHITE,
SANNIPATA JWARA (YAMYA)-8,SANNIPATA FEVER (YAMYA)-8,Head & Face,EYES,COLOR- ABNORMAL,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Head & Face,EYES,COLOR- ABNORMAL,,
Krodhaj Jwara,Fever Due to Anger,Head & Face,EYES,COLOR- ABNORMAL,,EXCESSIVE
Sannipata Jwara,SANNIPATA FEVER  ,Head & Face,EYES,COLOR- ABNORMAL,,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,Head & Face,EYES,COLOR- ABNORMAL,,
Vata Jwara,Vata Fever,Head & Face,FACE,COLOR- ABNORMAL,Red,
PITTA JWARA,PITTA FEVER  ,Head & Face,FACE,COLOR- ABNORMAL,Green,
PITTA JWARA,PITTA FEVER  ,Head & Face,FACE,COLOR- ABNORMAL,Turmeric Yellow,
KAPHA JWARA,KAPHA FEVER ,Head & Face,FACE,COLOR- ABNORMAL,White,
Krodhaj Jwara,Fever Due to Anger,Head & Face,FACE,COLOR- ABNORMAL,Red,
Vata Jwara,Vata Fever,ARMS & HANDS,NAILS,COLOR- ABNORMAL,RED,
PITTA JWARA,PITTA FEVER  ,ARMS & HANDS,NAILS,COLOR- ABNORMAL,GREEN,
PITTA JWARA,PITTA FEVER  ,ARMS & HANDS,NAILS,COLOR- ABNORMAL,TURMERIC YELLOW,
KAPHA JWARA,KAPHA FEVER ,ARMS & HANDS,NAILS,COLOR- ABNORMAL,WHITE,
Vata Jwara,Vata Fever,Skin & External Features,SKIN,COLOR- ABNORMAL,RED,
PITTA JWARA,PITTA FEVER  ,Skin & External Features,SKIN,COLOR- ABNORMAL,GREEN,
PITTA JWARA,PITTA FEVER  ,Skin & External Features,SKIN,COLOR- ABNORMAL,TURMERIC YELLOW,
KAPHA JWARA,KAPHA FEVER ,Skin & External Features,SKIN,COLOR- ABNORMAL,WHITE,
RAKTA DHATUGATA JWARA,FEVER IN BLOOD  ,Skin & External Features,SKIN,COLOR- ABNORMAL,RED,
Vishamjanya Jwara,Fever Due to Poison,Skin & External Features,SKIN,COLOR- ABNORMAL,BLACK,
Vata Jwara,Vata Fever,Body Waste & Excretions,Stool,COLOR- ABNORMAL,RED,
PITTA JWARA,PITTA FEVER  ,Body Waste & Excretions,Stool,COLOR- ABNORMAL,GREEN,
PITTA JWARA,PITTA FEVER  ,Body Waste & Excretions,Stool,COLOR- ABNORMAL,TURMERIC YELLOW,
KAPHA JWARA,KAPHA FEVER ,Body Waste & Excretions,Stool,COLOR- ABNORMAL,WHITE,
SANNIPATA JWARA (ASHUKARI)-5,SANNIPATA FEVER (ASHUKARI)-5,Body Waste & Excretions,Stool,COLOR- ABNORMAL,RED,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Head & Face,TOUNGE,COLOR- ABNORMAL,BLACK,
Sannipata Jwara,SANNIPATA FEVER  ,Head & Face,TOUNGE,COLOR- ABNORMAL,BLACK,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,Head & Face,TOUNGE,COLOR- ABNORMAL,BLACK,
ABHIGHATAJ JWARA,TRAUMATIC FEVER  ,General Systemic Symptoms,TRAUMA/ INJURY SITE,COLOR- ABNORMAL,,Occurs following trauma or injury
Vata Jwara,Vata Fever,Body Waste & Excretions,URINE,COLOR- ABNORMAL,RED,
PITTA JWARA,PITTA FEVER  ,Body Waste & Excretions,URINE,COLOR- ABNORMAL,GREEN,
PITTA JWARA,PITTA FEVER  ,Body Waste & Excretions,URINE,COLOR- ABNORMAL,TURMERIC YELLOW,
KAPHA JWARA,KAPHA FEVER ,Body Waste & Excretions,URINE,COLOR- ABNORMAL,WHITE,
SANNIPATA JWARA (ASHUKARI)-5,SANNIPATA FEVER (ASHUKARI)-5,Body Waste & Excretions,URINE,COLOR- ABNORMAL,RED,
SANNIPATA JWARA (YAMYA)-8,SANNIPATA FEVER (YAMYA)-8,Body Waste & Excretions,URINE,COLOR- ABNORMAL,TURMERIC YELLOW,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Skin & External Features,Cutaneous Symptoms,CIRCULAR RASHES,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Skin & External Features,Cutaneous symptoms,CIRCULAR RASHES,COLOR- RED,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Skin & External Features,Cutaneous symptoms,CIRCULAR RASHES,COLOR- BLACK,
ANTARIKVEG JWARA,INTERNAL FEVER,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,"INTERNAL, SEVERE"
RAKTA DHATUGATA JWARA,FEVER IN BLOOD  ,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,INTERNAL
MAMSA DHATUGATA JWARA,FEVER IN MUSCLES ,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,INTERNAL
MAJJA DHATUGATA JWARA,FEVER IN BONE MARROW,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,INTERNAL
VATA PITTA JWARA,VATA PITTA FEVER  ,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,
SANNIPATA JWARA (BABHRU)-1,SANNIPATA FEVER (BABHRU)-1,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,
SANNIPATA JWARA (SHEEGARKARI)-2,SANNIPATA FEVER (SHEEGARKARI)-2,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,
SANNIPATA JWARA (BHALLU)-3,SANNIPATA FEVER (BHALLU)-3,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,INTERNAL
SANNIPATA JWARA (BHALLU)-3,SANNIPATA FEVER (BHALLU)-3,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,FREQUENT
SANNIPATA JWARA (ASHUKARI)-5,SANNIPATA FEVER (ASHUKARI)-5,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,
SANNIPATA JWARA (KAMPAN)-6,SANNIPATA FEVER (KAMPAN)-6,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,
Sannipata Jwara (Vadarik)-7,Sannipata Fever (Vadarik)-7 ,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,INTERNAL
SANNIPATA JWARA (YAMYA)-8,SANNIPATA FEVER (YAMYA)-8,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,
SANNIPATA JWARA (KARKAT)-10,SANNIPATA FEVER (KARKAT)-10,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,INTERNAL
SANNIPATA JWARA (PAKAL)-12 ,SANNIPATA FEVER (PAKAL)-12,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,INTERNAL
PITTA JWARA,PITTA FEVER  ,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,INTENSE
MAMSA DHATUGATA JWARA,FEVER IN MUSCLES ,General Systemic Symptoms,Whole-Body Symptoms,BURNING,,INTENSE
SANNIPATA JWARA (KARKAT)-10,SANNIPATA FEVER (KARKAT)-10,Head & Face,TOUNGE,BURNING,,
RAKTA DHATUGATA JWARA,FEVER IN BLOOD  ,Skin & External Features,Cutaneous Symptoms,BOILS,,
SANNIPATA JWARA (BABHRU)-1,SANNIPATA FEVER (BABHRU)-1,ABDOMINAL REGION,GENERAL ABDOMEN,BLOATING,,
Sannipata Jwara,SANNIPATA FEVER  ,Head & Face,MOUTH,Discharge of Substances,Bile,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,Head & Face,MOUTH,Discharge of Substances,Bile,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Aversions,Aversion to Wearing Garlands,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Aversions,Aversion to water ,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Aversions,Aversion to sweet foods,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Aversions,Aversion to sunlight,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Aversions,Aversion to Perfumes,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Aversions,Aversion to Pastes (like Sandalwood),,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Aversions,Aversion to natural emotional expressions,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Aversions,Aversion to hot objects or heat,,
MEDA DHATUGATA JWARA,FEVER IN FAT  ,General Systemic Symptoms,Aversions,Aversion to hot conditions,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Aversions,Aversion to Flowers,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Aversions,Aversion to fire or open flames,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Aversions,Aversion to engaging in work,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Aversions,Aversion to Eating,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Aversions,Aversion to cold temperatures,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Aversions,Aversion to being near children,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Aversions,Aversion to Applying Tilak,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Aversions,Aversion to air movement or wind,,
MEDA DHATUGATA JWARA,FEVER IN FAT  ,General Systemic Symptoms,Aversions,Aversion or abnormal sensitivity to one’s own body odor,,
Vata Jwara,Vata Fever,Head & Face,TOUNGE,ASTRINGENT TASTE,,
SANNIPATA JWARA (VISFARAK)-4 ,SANNIPATA FEVER (VISFARAK)-4,Head & Face,TOUNGE,ASTRINGENT TASTE,,
RASA DHATUGATA JWARA,FEVER IN DIGESTIVE JUICE,General Systemic Symptoms,Cognitive and Emotional Dysfunctions,ANXIETY ,,
Abhicharaj / Abhishapaj Jwara,Sorcery-Induced Fever,General Systemic Symptoms,Cognitive and Emotional Dysfunctions,ANXIETY ,,
Vata Jwara,Vata Fever,General Systemic Symptoms,Body Temperature Disturbances,Aggravation of fever symptoms with Vata-aggravating factors,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,General Systemic Symptoms,Miscellaneous,Abnormal laxity,,
Vata Jwara,Vata Fever,Vital Organs,Heart,Abnormal Heart Rhythm,,
KAPHA JWARA,KAPHA FEVER ,Vital Organs,Heart,Abnormal Heart Rhythm,,
Vata Jwara,Vata Fever,General Systemic Symptoms,Miscellaneous,Abnormal forward bending of the body,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Miscellaneous,Abnormal forward bending of the body,,
Purvarupa JWARA ,PRODROMAL FEVER ,General Systemic Symptoms,Behavioural Abnormalities,Abnormal Behavior,,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Body Waste & Excretions,DEFECATION,ABNORMAL,Scanty Stool Output,
SANNIPATA JWARA (KOOTPAKAL)-13,SANNIPATA FEVER (KOOTPAKAL)-13,Body Waste & Excretions,MICTURITION,ABNORMAL,Scanty urine output,
AMA JWARA,TOXIC FEVER,Body Waste & Excretions,MICTURITION,ABNORMAL,EXCESSIVE URINATION,
PITTA JWARA,PITTA FEVER  ,Body Waste & Excretions,Perspiration,ABNORMAL,Excessive Perspiration,
